ID,Title,Author,Genre,Description,SE_Description,URL,AccessionNo,BookType,SubjectNo,Publisher,Price,Currency,Pages,Language,CupboardNo,RackNo,Branch,YearOfPublication,BarcodePrint,IndexPrev,Page1Prev,Page2Prev,Page3Prev,SellerInfo,SellerContact,AddedBy,TimeOfEntry,Remark
902,"The Squeaker","Wallace Edgar","Mystery, Crime, Mystery, European Literature, German Literature, Mystery, Detective, Fiction","This novel is a traditional mystery, featuring some crooks and some policemen, a mysterious villain, a lovely girl and a plot with many twists.",NULL,https://www.goodreads.com/book/show/25549856-the-squeaker?from_search=true&from_srp=true&qid=hTDui8zFAW&rank=16,78618,1,"823 / WAL","Hodder & Stoughton, London",0.00,₹,159,2,1010,3,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
903,"Tarzan at the Earths  Core","Burroughs Edgar Rice",NULL,NULL,NULL,NULL,78619,1,"823 / BUR",Mark,0.00,₹,128,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
904,"Tarzans Quest","Burroughs Edgar Rice",NULL,NULL,NULL,NULL,78620,1,"823 /BUR",Mark,0.00,₹,126,2,930,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
905,"The Big Bust","Lacy Ed ",,NULL,NULL,https://www.goodreads.com/book/show/1864229.The_big_bust?from_search=true&from_srp=true&qid=xOY60r4Pcf&rank=9,78621,1,"823 / LAC","N E L  ,Times Mirror ",NULL,₹,126,2,970,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
906,"Lost Horizon","Hilton James","Fiction, Classics, Fantasy, Adventure, Historical, Historical Fiction, Literature, Cultural, Asia, Travel, Novels, Science Fiction",NULL,NULL,https://www.goodreads.com/book/show/39092290-lost-horizon?from_search=true&from_srp=true&qid=eWSI1o5mkz&rank=1,78622,1,"823 /HIL","Macmillan & Co ",1.00,₹,106,2,960,4,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
907,"Financial Management","Chandra Prasanna","Finance, Financial Management, Economics",NULL,NULL,https://www.goodreads.com/book/show/3243745-financial-management?from_search=true&from_srp=true&qid=RFX8Vo2LkE&rank=3,78623,1,"658 15 / CHA",Macgraw,0.00,₹,800,2,1190,3,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
908,"Italian Fairy Tales","Lum Peter","Fantasy, Fairy Tales",NULL,NULL,https://www.goodreads.com/book/show/7662335-italian-fairy-tales?from_search=true&from_srp=true&qid=ZMkM5LLRZ8&rank=4,78624,1,"C  S ","Somaiya Pub  Pvt  Ltd , Bombay ",0.00,₹,172,2,0,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
910,"Just So  Stories","Kipling Rudyard",NULL,NULL,NULL,NULL,78626,1,"823- / KIP","M P , Mascow ",7.50,₹,253,2,1090,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
911,"The Secrets of the Heart","Gibran Khalil",NULL,NULL,NULL,NULL,78627,1,"823 / GIB","Jaico N  York",0.00,₹,339,2,960,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
912,"Rubaiyat  of  Omar Khayyam","Fitzgerald Edward",NULL,NULL,NULL,NULL,78628,1,"823 /FIT","Jaico N  York",200.00,₹,178,2,1010,3,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
913,"Casanova's Memoirs","Monet Joshph",NULL,NULL,NULL,NULL,78629,1,"823 /MON","Jaico N  York",2.00,₹,249,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
914,"Burmese and Thai Fairy Tales","Brockett Eleanor",,NULL,NULL,https://www.goodreads.com/book/show/1804536.Burmese_and_Thai_fairy_tales?from_search=true&from_srp=true&qid=OABZ3SIhKk&rank=1,78630,1,"C S ","Somaiya, Bombay ",0.00,₹,198,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
915,"Some Girls do","Reymond Henry",,NULL,NULL,https://www.goodreads.com/book/show/13584123-some-girls-do?from_search=true&from_srp=true&qid=SNBtn8upjt&rank=20,78631,1,"823 /REY","Hodder Paperbacks Ltd , London",3.55,₹,192,2,940,3,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
916,"True Mysteries","Hoare Bob",NULL,NULL,NULL,NULL,78632,1,"828 /HOA",Transworld,0.00,₹,95,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
917,"Doctor No","Fleming Ian","Fiction, Thriller, Spy Thriller, Espionage, Adventure, Mystery, Classics, Thriller, Mystery Thriller, Mystery, Crime, Thriller, Spy Thriller, Novels","The sixth James Bond thriller from Ian Fleming’s typewriter.",NULL,https://www.goodreads.com/book/show/3757.Doctor_No?from_search=true&from_srp=true&qid=tRlz7iLtTC&rank=1,78633,1,"823 / FLE","A Signet Books, N  Delhi ",3.00,₹,192,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
918,"It All Started With Hippocrates","Armour Richard","Humor, History",NULL,NULL,https://www.goodreads.com/book/show/2367197.It_All_Started_With_Hippocrates_A_Mercifully_Brief_History_of_Medicine?from_search=true&from_srp=true&qid=M9LUJ3Yn9d&rank=1,78634,1,"823 / ARM","Bantam Books, NewYork",0.00,₹,135,2,970,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
919,"The Mammoth Book of Thrillers  ","Parrish, Crossland",NULL,NULL,NULL,NULL,78635,1,"823 / PAR","The Statesman , Calcutta",0.00,₹,766,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
920,"Spanish Fairy Tales","Marks John",NULL,NULL,NULL,NULL,78636,1,"C S ","Somaiya, Bombay ",180.00,₹,178,2,0,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
921,"Folk - Tales of the british Ishes",Publisher,NULL,NULL,NULL,NULL,78637,1,823-/,"MRP, Moscow ",0.00,₹,368,2,1080,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
922,"Stories From Greak Myths ","Dodd E  F ",NULL,NULL,NULL,NULL,78638,1,"C S ","Macmillan & Co ",0.00,₹,65,2,0,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
923,"Getting On","Marden O S ",NULL,NULL,NULL,NULL,78639,1,"824 / MAR","VKI & Co ",0.00,₹,206,2,1120,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
924,"Tagore's Philosophy","Tagore Rabindranath",NULL,NULL,NULL,NULL,78640,1,"101 / TAG","TMP, Lahore",0.00,₹,20,2,1281,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
925,"Tenses in English","Pattarge G S ",NULL,NULL,NULL,NULL,78641,1,"425 / PAT","Bhogle, Lature",15.00,₹,100,2,1180,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
926,"The Man in the Iron Mask","Dumas Alexander",NULL,NULL,NULL,NULL,78642,1,"823 /DUM","Dean & Son Ltd, London ",0.00,₹,248,2,990,3,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
927,"English Idioms","Mcmordie W ",NULL,NULL,NULL,NULL,78643,1,"425 / MOR",NULL,NULL,₹,414,2,1180,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
928,"Droll  Stories","Balzac Honore De",NULL,NULL,NULL,NULL,78644,1,"823-/ BAL","Random House, London",0.00,₹,552,2,1080,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
929,letter-Write,"Bright J S ",NULL,NULL,NULL,NULL,78645,1,"826 / BRI","Verma, Delhi ",0.00,₹,128,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
930,"The Dark Dancer","Prokosch Frederic",NULL,NULL,NULL,NULL,78646,1,"823 / PRO","C Nicholls",0.00,₹,254,2,990,4,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
931,"The Power of Numbers",Numero,NULL,NULL,NULL,NULL,78647,1,"510 /NUM","W  Foulsham & Co Ltd , London",NULL,₹,88,2,1180,4,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
932,"The Black Maintain","Wolfe  Nero",NULL,NULL,NULL,NULL,78648,1,"823 / WOL","Vicking , Press",0.00,₹,143,2,1000,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
933,"Chinese Fairy Tales","Bonnet Leslie",NULL,NULL,NULL,NULL,78649,1,"C  S ","Somaiya, Bombay ",NULL,₹,183,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
934,"The Love Machine","Susann Jacqueline",NULL,NULL,NULL,NULL,78650,1,"823 / SUS","Bantam Books, NewYork",0.00,₹,500,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
936,"The Scientific Basis Of Krishna  ","Dasa S D ",NULL,NULL,NULL,NULL,78652,1,"294 5 / DAS","TBABT, London ",0.00,₹,62,2,1320,3,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
937,"Notes on Shakespeare's Coriolanus","Study - AID Series",NULL,NULL,NULL,NULL,78653,1,820/Sas,"Methuen E L ",0.00,₹,69,2,1221,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
938,Ramanama,"Gandhi M  K ",NULL,NULL,NULL,NULL,78654,1,"211 / GAN","Navajivan Pub  House, Ahmedabad",0.00,₹,92,2,1290,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
939,"The Duchess of Malfi","Webster John",NULL,NULL,NULL,NULL,78655,1,"822 / WEB","J M  Dent & Sons",0.00,₹,152,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
940,"A  Handful of Rice","Markandaya Kamala",NULL,NULL,NULL,NULL,78656,1,"823 / MAR","Hind , Delhi",0.00,₹,237,2,1000,3,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
941,"Aristotle's Theory of  Poetry & Drama","Sastri  P S ",NULL,NULL,NULL,NULL,78657,1,"820 9 / SAS","Kitab, Allahabad",3.00,₹,78,2,1220,4,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
942,"The Origin Of The Earth & Planets","Levin B Y ",NULL,NULL,NULL,NULL,78658,1,"521 541 / LEV","Foreign Language Pub  Mascow ",0.00,₹,83,2,1180,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
943,"Combat  Of  Shadows","Malgonkar Manohar",NULL,NULL,NULL,NULL,78659,1,"823 / MAL",Orient,0.00,₹,289,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
944,"The Great S  Stories","Maupassant Guy de",NULL,NULL,NULL,NULL,78660,1,"823-/ MAU","Crest Pub  House, N  Delhi ",65.00,₹,414,2,1090,4,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
945,"Tarzan The Untamed","Burroughs Edgar Rice",NULL,NULL,NULL,NULL,78661,1,"823 /BUR","Mark, London ",0.00,₹,136,2,930,3,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
946,"Twentieth Century English Literature","Ward A C ",NULL,NULL,NULL,NULL,78662,1,820/WAR,"Methuen & Co  Ltd ",NULL,₹,239,2,1220,4,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
947,"The Idiot- Book- I","Dostoyesky Fyodor",NULL,NULL,NULL,NULL,78663,1,"823 / DOS","Peogress Pub , Mascow",14.50,₹,356,2,950,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
949,Siddhartha,"Hesse Hermann",NULL,NULL,NULL,NULL,78665,1,"294 5 /HES","Rupa & Co , Delhi ",30.00,₹,119,2,1330,4,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
950,"The A  L   Bright Story Readers","Goss G W ",NULL,NULL,NULL,NULL,78667,1,"C  S ",Britain,0.00,₹,63,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
952,"The Matchless Gift","Prabhupada A C B S ","Spirituality, Fantasy, Mythology, Religion, Hinduism","Krishna Consciousness, the Matchless Gift is a collection of transcribed lectures by Srila Prabhupada on the philosophy and practice of bhakti-yoga—the process of reestablishing our connection with the Supreme Person. ",NULL,https://www.goodreads.com/book/show/1159680.Krisna_Consciousness?from_search=true&from_srp=true&qid=07wV9NRCUy&rank=1,78668,1,"294 5 /PRA","Bombay ",0.00,₹,98,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
954,"Feel Free","Slavitt David",NULL,NULL,NULL,NULL,78670,1,"823 /Sla","A dell , N Y ",6.35,₹,256,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
955,"The Golden Lotus- IV","Egerton Clement",NULL,NULL,NULL,NULL,78671,1,"823 / EGE","R  & K  Poul, London ",0.00,₹,375,2,950,4,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
956,"With Two Presidents","Datta C L ",NULL,NULL,NULL,NULL,78672,1,"823 / DAT","Vikas Pub , Delhi ",0.00,₹,148,2,990,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
957,"The Adventures of Robinson Crusoe","Defoe Daniel","Classics, Fiction, Adventure, Childrens, Childrens, Middle Grade, Historical, Historical Fiction, Literature, Novels, Young Adult, Childrens, Juvenile","A violent storm at sea destroys Robinson Crusoe's ship. He alone survives and is cast ashore on a deserted island. In this great adventure story of survival and courage, Crusoe must summon all his strength and intelligence to survive and flourish against impossible odds. Here is an amazing tale of a young man who overcomes loneliness, tames wild animals, battles ferocious cannibals and dangerous mutineers in a twenty-four year struggle to stay alive!",NULL,https://www.goodreads.com/book/show/925103.The_Adventures_of_Robinson_Crusoe?from_search=true&from_srp=true&qid=9P1HmfSQ3j&rank=1,78673,1,"C  S ","Baronet, N Y ",0.00,₹,230,2,0,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
958,"Tarzan of The Apes","Burroughs Edgar Rice","Classics, Fiction, Adventure, Fantasy, Cultural, Africa, Pulp, Science Fiction, Historical, Historical Fiction, Novels, Action","Tarzan of the Apes is a novel written by Edgar Rice Burroughs, the first in a series of books about the title character Tarzan. It was first published in the pulp magazine All-Story Magazine in October, 1912. The character was so popular that Burroughs continued the series into the 1940s with two dozen sequels. ",NULL,https://www.goodreads.com/book/show/40425.Tarzan_of_the_Apes?from_search=true&from_srp=true&qid=ukBI1dHFK0&rank=1,78674,1,"823/ BUR","Mark, London ",0.00,₹,136,2,930,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
960,"The Secret Mountain","Blyton Enid","Childrens, Adventure, Fiction, Mystery, Young Adult, Childrens, Middle Grade, Childrens, Childrens Classics, Classics, Novels, Action","The parents of Mike, Peggy and Nora are held captive in the Secret Mountain in Africa. Together with their friends and Prince Paul, they run away to search for them. But can they find the mountain - and who are the strange and dangerous red-haired people living there?",NULL,https://www.goodreads.com/book/show/735717.The_Secret_Mountain?from_search=true&from_srp=true&qid=SsD4XNeZeF&rank=2,78675,1,"823 / BLY","Armada, London ",3.50,₹,156,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
961,"A Hazard of Hearts","Cartland Barbara","Romance, Romance, Historical Romance, Historical, Historical, Historical Fiction, Fiction, Classics, Womens Fiction, Chick Lit, Novels, Literature, 20th Century, Historical, Regency","Serena Staverley was happy at Staverley Court. She loved to roam the stately gardens of her family manor and dream of her future love.",NULL,https://www.goodreads.com/book/show/1224369.A_Hazard_of_Hearts?from_search=true&from_srp=true&qid=7917C433JR&rank=1,78676,1,"823 / CAR","Pyramid Books, N  York ",0.00,₹,287,2,960,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
965,"The Count of Monte Cristo","Dumas Alexandre","Classics, Fiction, Historical, Historical Fiction, Adventure, Literature, Cultural, France, Historical, Classics, Classic Literature, Novels, Romance","Thrown in prison for a crime he has not committed, Edmond Dantes is confined to the grim fortress of If. There he learns of a great hoard of treasure hidden on the Isle of Monte Cristo and he becomes determined not only to escape, but also to unearth the treasure and use it to plot the destruction of the three men responsible for his incarceration. Dumas’ epic tale of suff",NULL,https://www.goodreads.com/book/show/7126.The_Count_of_Monte_Cristo?from_search=true&from_srp=true&qid=c46RgGfw35&rank=1,78680,1,"823 / DUM","Everyman's, London ",0.00,₹,572,2,940,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
966,"The Mahabharata","Rao Shanta Rameshwar",NULL,NULL,NULL,NULL,78681,1,"294 5 / RAO",Sangam,6.00,₹,219,2,1310,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
967,"Tales of Ancient Egypt ","Green Roger Lancelyn","Fantasy, Mythology, History, Classics, Northern Africa, Egypt, Nonfiction, Short Stories, Childrens, Historical, History, Ancient History, Reference","Features stories that include the great myths - of Amen-Ra, who created all the creatures in the world; of Isis, searching the waters for her dead husband Osiris; of the Bennu Bird and the Book of Thoth. But there are also tales told for pleasure about magic, treasure and adventure - even the first ever Cinderella story.",NULL,https://www.goodreads.com/book/show/74619.Tales_of_Ancient_Egypt?from_search=true&from_srp=true&qid=R0ejWSZFYI&rank=2,78682,1,"823 / GRE","Penguin books,  India ",0.00,₹,182,2,960,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
968,"The Return of Tarzan","Burroughs Edgar Rice","Fiction, Adventure, Classics, Fantasy, Pulp, Action, Science Fiction, Cultural, Africa, Audiobook, Romance","The Return of Tarzan by Edgar Rice Burroughs The story of a young man who, although born of a woman, was left by a succession of untoward circumstances to be reared in an African jungle by a she-ape, the only mother he ever knew. Tarzan was drawn from the jungle by love for a young American girl whom chance threw in his way. Disappointment in love, in this new volume, resu",NULL,https://www.goodreads.com/book/show/589897.The_Return_of_Tarzan?from_search=true&from_srp=true&qid=QpFs4NYzQN&rank=1,78683,1,"823 / BUR","Mark, London ",0.00,₹,136,2,930,3,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
969,"Tales of  Shikar","Dutt  Raja Yadvendra",NULL,NULL,NULL,NULL,78684,1,"823- /DUT","Jaico Pub , Bombay",7.00,₹,172,2,1010,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
971,"Love Holds The Cards","Cartland Barbara",Fiction,"The Imprisoned Heart...",NULL,https://www.goodreads.com/book/show/4011250-love-holds-the-cards?from_search=true&from_srp=true&qid=aIr2h2I7ES&rank=1,78686,1,"823 /CAR","Pyramid Books, N  York ",65.00,₹,190,2,0,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
972,"Twenty -Two Story Poems","Reynolds E E ",NULL,NULL,NULL,NULL,78687,1,"821 / REY","George & Harrap",0.00,₹,218,2,1110,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
973,"Seven Famous Fairy Tales","West Michael",,NULL,NULL,https://www.goodreads.com/book/show/7847680-seven-famous-fairy-tales?from_search=true&from_srp=true&qid=CpxZnzbg3k&rank=1,78688,1,"C S ","Orient, Bombay",0.95,₹,88,2,0,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
974,Sanders,"Wallace Edgar",NULL,NULL,NULL,NULL,78689,1,"823 / WAL","Pan , London ",0.00,₹,187,2,1010,3,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
976,Excurison,"Pollini Francis",NULL,NULL,NULL,NULL,78691,1,"823 / POL","Signet Key Book ",0.00,₹,223,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
977,"The Goodbye Look","Macdonald Ross","Mystery, Fiction, Mystery, Crime, Mystery, Noir, Mystery, Detective, Thriller, Mystery Thriller, Novels, The United States Of America, Mystery, Hard Boiled, Thriller","In ",NULL,https://www.goodreads.com/book/show/371022.The_Goodbye_Look?from_search=true&from_srp=true&qid=qUMzNh5V2N&rank=1,78692,1,"823 / MAC","Fontana/Collins Books, Glasgow ",200.00,₹,192,2,1010,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
978,"The Coat of Arms","Wallace Edgar",Mystery,"aka ",NULL,https://www.goodreads.com/book/show/6349758-the-coat-of-arms?from_search=true&from_srp=true&qid=A7JUdY52lq&rank=2,78693,1,"823 / WAL","Arrow, London ",0.00,₹,256,2,950,3,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
979,"Tarzan And The City Of  Gold","Burroughs Edgar Rice",NULL,NULL,NULL,NULL,78694,1,"823 /BUR",Mark,0.00,₹,136,2,950,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
980,"Tarzan And The Leopard Men","Burroughs Edgar Rice","Fantasy, Adventure, Fiction, Classics, Action, Science Fiction, Speculative Fiction, Science Fiction Fantasy, Cultural, Africa, Pulp","The steel-clawed Leopard Men were looking for victims for their savage rites. The secret cult struck terror in the hearts of all the villagers. Only Orando of the Utengi dared to declare war on them. And with Orando went Tarzan of the Apes -- but a strangely changed Tarzan, who now believed that he was Muzimo, the spirit or demon who had been Orando's ancestor. There were traitors among Orando's people. And in the village of the Leopard Men was Kali Bwana, the white girl who had come to Africa to find a missing man. Only Tarzan could save her....",NULL,https://www.goodreads.com/book/show/828210.Tarzan_and_the_Leopard_Men?from_search=true&from_srp=true&qid=3PFTFmPQel&rank=1,78695,1,"823 / BUR","Mark Goulden Ltd  London ",140.00,₹,136,2,1000,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
981,"Montezuma's Daughter","Haggard H  Rider","Adventure, Classics, Fiction, Historical, Historical Fiction, Historical, Novels, Romance, European Literature, British Literature, Fantasy, Literature, English Literature","This remarkable novel by adventure writer H. Rider Haggard can be enjoyed on many levels. As a tale of adventure, it takes the reader through 16th-century England, Spain, and Mexico at the time of the Spanish Conquest. But on a deeper level, the author's hopes for humanity shine through the darkness of this time to illuminate the reader with his spiritual philosophy. The closing chapters on the fall of the Aztec capital of Tenoctitlan under the assault of Cortez are profoundly moving. Montezuma's Daughter is a fascinating historical novel and love story, with enough action to keep even the most jaded reader on the edge of the chair. And those who value the deeper aspects of the author's writing will not be disappointed. This publication from Boomer Books is specially designed and typeset for comfortable reading.",NULL,https://www.goodreads.com/book/show/926803.Montezuma_s_Daughter?from_search=true&from_srp=true&qid=nL6QBVMvHj&rank=1,78696,1,"823 / HAG",Longman,0.00,₹,191,2,960,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
982,Shalimar,"Malgonkar Manohar",,NULL,NULL,https://www.goodreads.com/book/show/3301753-krishna-shah-s-shalimar?from_search=true&from_srp=true&qid=sONTN838pr&rank=9,78697,1,"823/ MAL","Vikas Pub , Delhi ",9.50,₹,162,2,980,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
983,"The Complete Book of Vibronic Preparation","Narayani, Ananda Swami ",NULL,NULL,NULL,NULL,78698,1,"425 / NAR","Soham Foundation, Vadodra",NULL,₹,180,2,1180,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
984,"The Hearless Women","Balzag Honore De",NULL,NULL,NULL,NULL,78699,1,"823 / BAL","Susil, Calcutta",0.00,₹,203,2,930,4,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
985,"Tarzan and The Lost Empire","Burroughs Edgar Rice","Fantasy, Adventure, Fiction, Classics, Action, Pulp, Science Fiction, Speculative Fiction, Cultural, Africa, Science Fiction Fantasy","Ballantine Books, 1988. 14th printing. First published in 1929, No. 12 in the series.",NULL,https://www.goodreads.com/book/show/643809.Tarzan_and_the_Lost_Empire?from_search=true&from_srp=true&qid=NeNCVz2ae9&rank=1,78700,1,"823 / BUR",Mark,0.00,₹,128,2,0,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
986,"The Bride of The  First Night","Kock Paul De",NULL,NULL,NULL,NULL,78701,1,"823 / KOC","The Camden, London",0.00,₹,156,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
987,"The Conqueror","Heyer Georgette",NULL,NULL,NULL,NULL,78702,1,"823 / HEY","Bantam Books, NewYork",3.75,₹,327,2,960,4,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
988,"Carson Of Venus","Burroughs Edgar Rice","Science Fiction, Fantasy, Fiction, Pulp, Adventure, Classics, Science Fiction, Sword and Planet, Speculative Fiction, Science Fiction Fantasy, Sci Fi Fantasy","On the mist-shrouded planet of Venus, advanced civilizations blessed with eternal youth co-existed with cities haunted by the living dead, while bloodthirsty man-beasts stalked the luminous nights. Earth man Carson Napier knew how to survive the planet’s many perils-but now a merciless tribunal had condemned Carson’s beloved princess Duare to death. To save her life, the c",NULL,https://www.goodreads.com/book/show/1397224.Carson_of_Venus?from_search=true&from_srp=true&qid=b76voNopQT&rank=1,78703,1,"823 / BUR",Mark,0.00,₹,136,2,930,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
989,"Mera Naam Joker","Abbas K A ",,NULL,NULL,https://www.goodreads.com/book/show/35964596-mera-naam-joker?from_search=true&from_srp=true&qid=2z7qISWoeV&rank=3,78704,1,"828 /ABB",Orient,4.00,₹,222,2,1140,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
990,"Tales from Tagore","Dodd E F",NULL,NULL,NULL,NULL,78705,1,"C S ","Macmillan & Co ",0.75,₹,80,2,0,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
991,"Indonesian Fairy Tales","Leeuw Adele De",NULL,NULL,NULL,NULL,78706,1,"C S ","Somaiya, Bombay ",0.00,₹,164,2,0,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
