ID,Title,Author,Genre,Description,SE_Description,URL,AccessionNo,BookType,SubjectNo,Publisher,Price,Currency,Pages,Language,CupboardNo,RackNo,Branch,YearOfPublication,BarcodePrint,IndexPrev,Page1Prev,Page2Prev,Page3Prev,SellerInfo,SellerContact,AddedBy,TimeOfEntry,Remark
798,"The Upanishads :An Anthology","Sarma D S ",NULL,NULL,NULL,NULL,78514,1,"294 59218/Sar","Bharatiya Vidya Bhavan,  Bombay ",2.50,₹,298,2,1310,3,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,"Children's  Sai Baba","Purchure D D ",NULL,NULL,NULL,NULL,78515,1,"C S ","Shirdi, Delhi ",2.00,₹,46,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
800,"Drama in Performance","Williams Raymond",,"Raymond Williams' reputation rests mainly on his contribution to literary and cultural studies, but he was also an important critic and theoretician in the field of drama. Drama in Performance, first published in 1954, pioneered a method of dramaturgical rather than literary-critical analysis of plays, locating dramatic texts in the conditions and conventions of their original performance and reading them to disclose their performance potentialities. This method, which anticipated such contemporary developments as performance analysis and the semiotics of drama, is here applied to representative texts from key periods of the history of drama: the Greek stage, the medieval theatre-in-the-round and pageant-wagon, the Elizabethan public playhouse, London commercial theatres from the Restoration to the late 19th century, the naturalist stage of the Moscow Art Theatre, 20th century experimental drama, and contemporary film.",NULL,https://www.goodreads.com/book/show/3670434-drama-in-performance?from_search=true&from_srp=true&qid=nfiBuUGRQT&rank=2,78516,1,"824 / WIL","Penguin, England",13.00,₹,194,2,1120,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
801,Ajanta,"Mitra Debala",NULL,NULL,NULL,NULL,78517,1,"721 / MIT",Delhi,13.00,₹,80,2,1310,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
802,"Tourist Guide of Maharashtra",Publisher,NULL,NULL,NULL,NULL,78518,1,"910 2 /","Asha Pub  House, Delhi ",10.00,₹,48,2,1150,3,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
803,"Fifty-two Pickup","Leonard Elmore","Fiction, Mystery, Crime, Mystery, Detective, Humor, Literature","Blending gritty toughness and unpredictable violence with wild humor and an uncanny ear for the rhythms of ordinary speech, Elmore Leonard was the most widely and enthusiastically admired crime novelist of his time. His genius for scene and dialogue led ",NULL,https://www.goodreads.com/book/show/20821433-four-novels-of-the-1970s?from_search=true&from_srp=true&qid=DTbxYs5pzR&rank=2,78519,1,"823 / LEO","Pan Books , London and Sydney ",0.00,₹,189,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"All About Death","Potter Peter",,NULL,NULL,https://www.goodreads.com/book/show/4944840-all-about-death?from_search=true&from_srp=true&qid=HGtZOUinw9&rank=5,78520,1,"128 5 / Pot","Universal Book Stall,  New Delhi ",40.00,₹,249,2,1300,4,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
805,"Inventions That Changed The World","Ali Mir Najabat",NULL,NULL,NULL,NULL,78521,1,"C S ","National Book Trust- India, N Delhi",1.50,₹,62,2,0,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
806,"Matter and Man","Talmy V ",NULL,NULL,NULL,NULL,78522,1,"530 1 / VAS","Peace, Moscow ",0.00,₹,178,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
807,Milton,"Daiches David",NULL,NULL,NULL,NULL,78523,1,"820 / DAI","Hutchinson & Co , London ",0.00,₹,254,2,1220,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
808,"The Greatest Is Love","Tyndale Foundation",NULL,NULL,NULL,NULL,78524,1,"294 5 / TYN","P , Delhi ",0.00,₹,282,2,1320,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
809,"The Call of The Vedas","Bose A  C ","Philosophy, Poetry",NULL,NULL,https://www.goodreads.com/book/show/6768989-the-call-of-the-vedas?from_search=true&from_srp=true&qid=sYYJ7bkZnq&rank=1,78525,1,"294 1 / BOS","Bharatiya Vidya Bhavan,  Bombay ",2.25,₹,314,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
810,"Nyaya Sudha of Jaya Teertha","Joshi G  B ",NULL,NULL,NULL,NULL,78526,1,"294 5 / JOS","S C Pub ",3.00,₹,179,2,1330,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
811,Vasavadutta,Aurobindo,NULL,NULL,NULL,NULL,78527,1,"822 /AUR","Pondicherry Ashram ",5.00,₹,137,2,550,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
812,"The Bishop Murder Case","Dine S S  Van","Mystery, Fiction, Mystery, Crime, Mystery, Detective, Thriller, Mystery, Golden Age Mystery, Games, Chess, Literature, American, New York, Thriller, Mystery Thriller","Quando um homem conhecido como Cock Robin aparece assassinado com uma flecha cravada no peito, John Markham, procurador do distrito judicial de Nova Iorque, chama para a investigação Philo Vance. Detetive amador de olho apurado e fraca crença em coincidências, Vance logo assinala a referência a uma conhecida lengalenga infantil. E rapidamente se torna claro que este será o padrão numa série de crimes extraordinários, arquitetados por um assassino de mente perversa, que mantém uma provocação constante à polícia através de cartas enviadas aos jornais, todas elas com a assinatura «O Bispo». Num estilo simples e direto, construído pela mão hábil de S. S. Van Dine, esta é uma história recheada de mortes, suspeitos e detalhes surpreendentes - como as peças de xadrez ou as de teatro. Um policial brilhante, uma obra clássica da literatura de mistério.",NULL,https://www.goodreads.com/book/show/1094332.The_Bishop_Murder_Case?from_search=true&from_srp=true&qid=h1ZFyu7iGg&rank=1,78528,1,"823 / DIN","Pocket Books,  N  York ",0.00,₹,266,2,1000,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
813,"The Divine Comedy of Dante Alighieri","Anderson Melville B ","Classics, Poetry, Fiction, Literature, Philosophy, Religion, Fantasy, European Literature, Italian Literature, Cultural, Italy, Classics, Classic Literature"," describes Dante's descent into Hell with Virgil as a guide; his ascent of Mount Purgatory and encounter with his dead love, Beatrice; and finally, his arrival in Heaven. Examining questions of faith, desire and enlightenment, the poem is a brilliantly nuanced and moving allegory of human redemption. ",NULL,https://www.goodreads.com/book/show/12188747-the-divine-comedy-of-dante-alighieri?from_search=true&from_srp=true&qid=QhTzDOF3gt&rank=4,78529,1,"827 / AND","Oxford University, London ",0.00,₹,371,2,1132,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
814,"Call of Nine Goddesses","Bararoo Ashok",NULL,NULL,NULL,NULL,78530,1,"291 211 / BAR","Pustak- Sansar, Jammu",25.00,₹,152,2,1260,4,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
815,"Fundamentals of Marxism -Leninism","Dutt Clemens",NULL,NULL,NULL,NULL,78531,1,"320 158 /DUT",Moscow,3.00,₹,890,2,1250,4,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
816,"Essays in Literary Criticism","Read Herbert",,NULL,NULL,https://www.goodreads.com/book/show/7735935-essays-in-literary-criticism?from_search=true&from_srp=true&qid=4NKGNsmx6I&rank=2,78532,1,"820 9 /REA","Faber & Faber , London",0.00,₹,244,2,1220,3,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
817,"Sri  Madhwacharya","Rao Krishnaswamy",NULL,NULL,NULL,NULL,78533,1,"101 / RAO","Mysore Uni ,",3.00,₹,141,2,1290,4,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
818,"Indian Religions","Radhakrishnan  S ",NULL,NULL,NULL,NULL,78534,1,"294 55 / RAD","Orient, Delhi ",45.00,₹,198,2,1330,4,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
819,"Jagannath - Puri",Publisher,NULL,NULL,NULL,NULL,78535,1,"910 2/",Puri,5.00,₹,124,2,1150,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
820,"The Business of Criticism","Gardner Helen",NULL,NULL,NULL,NULL,78536,1,"820 9 / GAR","Oxford Univ  Press ",0.00,₹,157,2,1220,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
821,Yoga,Puplisher,NULL,NULL,NULL,NULL,78537,1,613.7,"V K P , Madras ",20.00,₹,58,2,1200,4,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
822,"Faust - 1",Goethe,NULL,NULL,NULL,NULL,78538,1,"822 /Goe","Penguin, England",0.00,₹,197,2,1112,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
823,Swaminarayan,Publisher,NULL,NULL,NULL,NULL,78539,1,294.5,Ahmedabad,6.00,₹,96,2,1330,4,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
824,"Totem And Taboo","Freud Sigmund",NULL,NULL,NULL,NULL,78540,1,"823 / FRE","Penguin, London ",0.00,₹,213,2,930,6,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
825,"Four English Tragedies","Morrell J  M",NULL,NULL,NULL,NULL,78541,1,"823 /MOR","Penguin Book",0.00,₹,375,2,1112,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
826,"Principles of Literary Criticism","Richards I A ",NULL,NULL,NULL,NULL,78542,1,"820 9 / RIC","Kegan Paul,",0.00,₹,298,2,1350,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
827,"Evenings Near The Village of Dikanka","Gogol Nikolal",NULL,NULL,NULL,NULL,78543,1,"823- / GOG","Foreign Language Pub  Mascow ",NULL,₹,276,2,1090,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
828,"The Autobiography of Benvenuto Cellini","Symonds John Addington",NULL,NULL,NULL,NULL,78544,1,"920 / SYM","The Sun Dial, N Y ",156.00,₹,488,2,1030,6,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
830,"The Feathered Serpent","Wallace Edgar",NULL,NULL,NULL,NULL,78546,1,"823 / WAL","H & S, Landon ",0.00,₹,191,2,1010,3,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
831,Moonraker,"Fleming Ian",NULL,NULL,NULL,NULL,78547,1,"823 /Fle","ASignet  Book ",3.00,₹,175,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
832,"The Flaming Hills","Singh Narenderpal",NULL,NULL,NULL,NULL,78548,1,"823 /SIN","Sterling Pub  N  Delhi ",5.00,₹,212,2,970,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
833,"The Plot","Wallace Irving",NULL,NULL,NULL,NULL,78549,1,"823 / WAL","NEL, London",0.00,₹,738,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
834,"Casino Royale","Fleming Ian",NULL,NULL,NULL,NULL,78550,1,"823- /Fle","Signet ",3.00,₹,144,2,1080,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
835,"The Man With The Golden Gun","Fleming Ian",NULL,NULL,NULL,NULL,78551,1,"823 /Fle","Signet Key Book ",0.00,₹,158,2,950,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
836,"Russian Fairy Tales","Almedingen E M ",NULL,NULL,NULL,NULL,78552,1,"823- ALM","Somaiya, Bombay ",7.50,₹,180,2,1360,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
837,"Bull's Milk  And Other Stories","Aggarwala N K ",NULL,NULL,NULL,NULL,78553,1,"C S ","S  Chand & Co  Ltd N  Delhi ",2.00,₹,80,2,0,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
838,"Tarzan Triumphant","Burroughs Edgar Rice",NULL,NULL,NULL,NULL,78554,1,"823 / BUR","Mark Goulden ",8.00,₹,128,2,930,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
839,Ayesha,"Haggard Henry Rider",NULL,NULL,NULL,NULL,78555,1,"823 / HAG","Ward lock & Co , London ",5.00,₹,317,2,960,4,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
840,"The Graduate","Webb Charles",NULL,NULL,NULL,NULL,78556,1,"823 / WED","NAL, London ",4.85,₹,160,2,1010,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
841,"The Hardy Boys","Dixion Franklin",NULL,NULL,NULL,NULL,78557,1,"823 /DIX","Armada, London ",0.90,₹,159,2,950,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
842,"Lorna Doone","Dodd E  F ",NULL,NULL,NULL,NULL,78558,1,"823-/ Dod","Macmillan & Co ",0.90,₹,92,2,1080,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
843,"The Heart of Jade","Madariaga S  D ",NULL,NULL,NULL,NULL,78559,1,"823 /Mad",Collins,0.00,₹,510,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
844,"Where Eagles Dare","Maclean Alistair",NULL,NULL,NULL,NULL,78560,1,"823/ MAC","A Fawcett",7.00,₹,206,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
845,"A Light to the Heart","Cartland Barbara",NULL,NULL,NULL,NULL,78561,1,"823 /CAR","Arrow, London ",0.00,₹,191,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
847,"Indian Classics- Malayalam","Iyer G S ",NULL,NULL,NULL,NULL,78563,1,"894 812 /Iye","P V  Colcutta ",65.00,₹,238,2,1370,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
848,"Indian Classics- Telugu","Padmanabha Rao R A ",NULL,NULL,NULL,NULL,78564,1,"894 827 /RAO","Publication  Division of Govt  India",115.00,₹,464,2,1340,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
865,"Crisis in Higher Education","Bhat & Prasanna",NULL,NULL,NULL,NULL,78581,1,"378 54/Bha","Academy  General Edu Manipal",20.00,₹,121,2,1170,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
866,"The Golden Lotus Vol1","Egerton Clement",NULL,NULL,NULL,NULL,78582,1,"813 / EGE","R  & K  Poul, London ",0.00,₹,387,2,1010,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
867,"Who's Who of Indian Children's Writers","Devsare Hari Krishna",NULL,NULL,NULL,NULL,78583,1,"030 / DEV","Communication , Delhi",103.00,₹,103,2,1310,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
869,"Sleeping Beauty","Macdonald Ross",NULL,NULL,NULL,NULL,78585,1,"823 / MAC","Fontana /Collins Books ",0.00,₹,223,2,0,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
870,"Tantra: The Erotic Cult","Colaabavala F D",NULL,NULL,NULL,NULL,78586,1,"155 8/COL","Orient Paperbacks, Delhi ",NULL,₹,142,2,1280,4,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
871,"Georgette heyer","Casca Envious",NULL,NULL,NULL,NULL,78587,1,"823 / CAS","A National General Co , N Y ",0.00,₹,266,2,990,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
872,"With Lawrence In Arabia","Thomas Lowell","History, Biography, Nonfiction, War, World War I, Classics, War, Military Fiction, Historical, War, Travel, Adventure","It was 1918 in Jerusalem, when the admiring young American scholar and journalist Lowell Thomas first met T.E. Lawrence. He went on to write ",NULL,https://www.goodreads.com/book/show/835879.With_Lawrence_in_Arabia?from_search=true&from_srp=true&qid=lE7TVFjx7T&rank=1,78588,1,"823 / THO","Hutchinson & Co , London ",0.00,₹,251,2,1010,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
873,"Old Goriot","Crawford M A    ",NULL,NULL,NULL,NULL,78589,1,"823 / CRA","Penguin, London ",0.00,₹,303,2,990,6,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
874,"A Practicle Guide to Colloquial Idiom","Ball W J ",NULL,NULL,NULL,NULL,78590,1,"425 / BAL",Longmans,260.00,₹,258,2,2100,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
875,"When Night Falls","Abbas K A ",NULL,NULL,NULL,NULL,78591,1,"823/ ABB","Orient Paper Backs, Delhi",3.50,₹,170,2,1010,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
879,"Adventures of an Indian Tramp","Colaabavala F D ",NULL,NULL,NULL,NULL,78595,1,"823 /COL","Hind Pocket Books P  ltd  Delhi",145.00,₹,140,2,1000,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
880,"You Only Live Twice","Fleming Ian","Fiction, Thriller, Spy Thriller, Espionage, Mystery, Adventure, Thriller, Mystery Thriller, Classics, Thriller, Spy Thriller, Mystery, Crime, Action","Ian Fleming’s twelfth James Bond novel.",NULL,https://www.goodreads.com/book/show/3761.You_Only_Live_Twice?from_search=true&from_srp=true&qid=yLeVjIgIMp&rank=1,78596,1,"823 / FLE","A Signet Books  N  Delhi ",0.00,₹,160,2,950,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
881,"Colonel Sun","Markham Robert","Fiction, Thriller, Spy Thriller, Espionage, Adventure, Thriller, Spy Thriller, Audiobook, Mystery, Action, Thriller, Mystery Thriller, Novels","The life of secret agent James Bond has begun to fall into a pattern that threatens complacency... until the sunny afternoon when M is kidnapped. The action ricochets across the globe to a volcanic Greek island, where Colonel Sun Liang-tan of the People's Liberation Army of China collaborates with an ex-Nazi atrocity expert in a world-menacing conspiracy. Stripped of all professional aids, Bond faces, unarmed, the monstrous devices of Colonel Sun in a test that brings him to the verge of his physical endurance.",NULL,https://www.goodreads.com/book/show/391789.Colonel_Sun?from_search=true&from_srp=true&qid=qXEBjzOSLH&rank=1,78597,1,"823 / MAR","Bantam Books, NewYork",0.00,₹,194,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
882,"Flower of Gold",Akilon,NULL,NULL,NULL,NULL,78598,1,"823 / AKL","Sterling Publishing  ",0.00,₹,163,2,990,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
883,"The Wycherly Woman","Macdonald Ross","Mystery, Mystery, Crime, Mystery, Noir, Fiction, Mystery, Detective, Mystery, Hard Boiled, Thriller, Mystery Thriller, Classics, Audiobook, Literary Fiction","Phoebe Wycherly was missing two months before her wealthy father hired Archer to find her. That was plenty of time for a young girl who wanted to disappear to do so thoroughly--or for someone to make her disappear. Before he can find the Wycherly girl, Archer has to deal with the Wycherly woman, Phoebe's mother, an eerily unmaternal blonde who keeps too many residences, has too many secrets, and leaves too many corpses in her wake.",NULL,https://www.goodreads.com/book/show/648642.The_Wycherly_Woman?from_search=true&from_srp=true&qid=7CWtclV3ew&rank=1,78599,1,"823 / MAC","Fontana/Collins ",0.00,₹,252,2,1140,3,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
884,"History of English Literture","Legouis Emile",NULL,NULL,NULL,NULL,78600,1,"820 / LEG",NULL,0.00,₹,1434,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
885,"The Decameron","Boccaccio Giovanni","Classics, Fiction, Short Stories, Literature, European Literature, Italian Literature, Cultural, Italy, Historical, Medieval, Historical, Historical Fiction, Literature, 14th Century, Academic, School","The Decameron (c.1351) is an entertaining series of one hundred stories written in the wake of the Black Death. The stories are told in a country villa outside the city of Florence by ten young noble men and women who are seeking to escape the ravages of the plague. Boccaccio's skill as a dramatist is masterfully displayed in these vivid portraits of people from all statio",NULL,https://www.goodreads.com/book/show/51799.The_Decameron?from_search=true&from_srp=true&qid=KUEzewQCOz&rank=1,78601,1,"823 /Boc","The Standard Literature Co  Ltd , Calcutta",0.00,₹,278,2,930,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
886,"Date With Death","Ford Leslie",Mystery,"Violent death disturbs the quiet of an Annapolis evening, drawing a young actor to the aid of two lovely but distressed young women. A hellish debris of cross-purposes and passions, entanglements and confusion piles dizzily upon the three of them as the murder sets off a chain reaction that shatters the dignity of old Annapolis and the Naval Academy. Soon more than one lie is as stake and the doctor temporary forsakes medicine to track down a killer.",NULL,https://www.goodreads.com/book/show/15754706-date-with-death?from_search=true&from_srp=true&qid=6o5WndmX1j&rank=20,78602,1,"823 / FOR","Popular, Pune ",0.00,₹,190,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
887,"Windmils of the Gods","Shelden Sidney ",NULL,NULL,NULL,NULL,78603,1,"823 / SHE",Collins,30.00,₹,319,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
889,"Grimm Fairy Tales",Grimms,NULL,NULL,NULL,NULL,78605,1,"823- /GRI",Collins,0.00,₹,512,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
890,"Jataka Tales","Francis, Thomas",NULL,NULL,NULL,NULL,78606,1,"823- / FRA","Jaico Pub , Bombay",3.00,₹,313,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
891,"Rumble - Tumble","Malgonkar Manohar",NULL,NULL,NULL,NULL,78607,1,"823 / MAL",Orient,NULL,₹,200,2,930,6,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
892,"The Post Office","Tagore Rabindranath","Plays, Classics, Cultural, India, Fiction, Drama, Asian Literature, Indian Literature, Poetry, Short Stories, Plays, Theatre, Nobel Prize","This vintage book contains Rabindranath Tagore's 1912 play, 'The Post Office'. The play revolves around Amal, a child confined to his adopted uncle's house by an incurable disease who, inspired by the construction of a local post office, fantasizes about receiving a letter from the king or being a postman. The play was translated into English by W. B. Yeats, and was performed in English for the first time in 1912, by the 'Irish Theatre Company' in London with Tagore in attendance. The Bengali original was staged in Calcutta in 1917. Rabindranath Tagore (1861 1941) was a Bengali polymath who reformed Bengali literature and music in the late 19th and early 20th centuries. We are republishing this antiquarian volume now complete with a specially commissioned new biography of the author."",NULL,https://www.goodreads.com/book/show/413294.The_Post_Office?from_search=true&from_srp=true&qid=tFfMg1FVQE&rank=4,78608,1,"822 / TAG","Macmillan & Co ",0.00,₹,88,2,1110,4,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
893,"Heroes Of The North Lands","Dodd E  F ",NULL,NULL,NULL,NULL,78609,1,"C S ","Macmillan & Co ",0.75,₹,68,2,0,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
894,"The Decameron","Boccaccio Giovanni","Classics, Fiction, Short Stories, Literature, European Literature, Italian Literature, Cultural, Italy, Historical, Medieval, Historical, Historical Fiction, Literature, 14th Century, Academic, School","The Decameron (c.1351) is an entertaining series of one hundred stories written in the wake of the Black Death. The stories are told in a country villa outside the city of Florence by ten young noble men and women who are seeking to escape the ravages of the plague. Boccaccio's skill as a dramatist is masterfully displayed in these vivid portraits of people from all statio",NULL,https://www.goodreads.com/book/show/51799.The_Decameron?from_search=true&from_srp=true&qid=BGcmVugk2y&rank=1,78610,1,"823 / BOC",Calcutta,0.00,₹,529,2,930,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
895,"The Beggar and The Prince","Voegeli Max",NULL,NULL,NULL,NULL,78611,1,"823 / VOE","Oxford University, London ",0.00,₹,94,2,1010,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
896,"Living Bio : Famous Novelists","Thomas Henry, Thomas Dana L ",NULL,NULL,NULL,NULL,78612,1,"920 / THO","Halcyon House , New York",NULL,₹,305,2,1030,3,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
897,"From Russia With Love","Fleming Ian","Fiction, Thriller, Mystery, Spy Thriller, Espionage, Adventure, Suspense, Mystery, Crime, Drama, Novels, Classics","Ian Fleming’s fifth James Bond novel.",NULL,https://www.goodreads.com/book/show/3764.From_Russia_With_Love?from_search=true&from_srp=true&qid=JB5VRVXuUz&rank=1,78613,1,"823 /FLE","Signet Key Book, N  York",3.75,₹,191,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
898,"Tarzan & The Foreign Legion","Burroughs Edgar Rice",NULL,NULL,NULL,NULL,78614,1,"823 /BUR",Mark,0.00,₹,128,2,1010,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
899,"True Stories","Heyn Ernest V",NULL,NULL,NULL,NULL,78615,1,"823- / HEY",NULL,0.00,₹,310,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900,"The Lost Continent","Burroughs Edgar Rice","Science Fiction, Fantasy, Fiction, Classics, Adventure, Science Fiction Fantasy, Pulp, Apocalyptic, Post Apocalyptic, Science Fiction, Alternate History, Action","The year is 2137. Two hundred years ago -- in our time, more or less -- Eurasia fought a war to end all wars, a war that meant, for all intents and purposes, the end of the Old World. The Americas managed to retain their civilization -- but only by engaging by the most extreme form or isolationism imaginable for two centuries, now, no American has ventured east of the thirtieth parallel. "East for the East . . ." the slogan went, "The West for the West!" Until a terrible storm at sea forced American lieutenant Jefferson Turck to disobey the law, seeking safe harbor in England -- where he found that two centuries of isolation have desolated the land. The damaged ship found a Europe that is no longer an enemy -- a ruined land that is utterly unable to be an enemy -- or a friend.",NULL,https://www.goodreads.com/book/show/29514.The_Lost_Continent?from_search=true&from_srp=true&qid=1i1MpLGYv5&rank=4,78616,1,"823 / BUR","Ace, N Y ",0.00,₹,123,2,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
